Line,Station,Lat,Long,E_WGS84_Z7,N_WGS84_Z7,ALT,Az,Dur,Noise,rE_0011,rE_0022,rE_0045,rE_0090,rE_0180,rE_0360,rE_0720,rE_1440,rN_0011,rN_0022,rN_0045,rN_0090,rN_0180,rN_0360,rN_0720,rN_1440,iE_0011,iE_0022,iE_0045,iE_0090,iE_0180,iE_0360,iE_0720,iE_1440,iN_0011,iN_0022,iN_0045,iN_0090,iN_0180,iN_0360,iN_0720,iN_1440,SNI_0011,SNI_0022,SNI_0045,SNI_0090,SNI_0180,SNI_0360,SNI_0720,SNI_1440
11000,2750,61.31557034,-139.0750057,603070,6799457,1171.3,190.3,180,0,-0.267,-0.044,0.004,0.014,0.036,0.066,0.02,,-0.219,-0.093,-0.052,-0.041,-0.022,0.014,0.154,,0.071,0.048,0.035,0.042,0.04,0.028,0.094,0.282,-0.023,0.039,0.037,0.052,0.085,0.125,0.103,-0.014,478.3,147.7,441.2,787.6,690,481.9,150.9,26.1
11000,3000,61.31722562,-139.072046,603223,6799646,1115.5,263.1,295,0,-0.046,-0.058,-0.041,-0.021,0,0.026,-0.143,-0.184,-0.082,-0.109,-0.107,-0.112,-0.111,-0.099,0.057,0.12,-0.025,0.039,0.042,0.044,0.046,0.051,0.043,0.059,-0.027,0.014,0.008,0.009,0.025,0.04,0.059,0.032,280.4,238.2,599.9,1023.2,978.7,907.5,478.8,91.1
11000,3000,61.31722562,-139.072046,603223,6799646,1115.5,103.9,215,0,-0.016,-0.047,-0.036,-0.018,0.007,0.035,0.153,,-0.313,-0.083,-0.088,-0.092,-0.091,-0.084,-0.123,,-0.017,0.036,0.041,0.041,0.044,0.043,0.08,-0.018,0.021,0.012,0.006,0.007,0.019,0.034,0.018,0.077,376,140.1,383.1,713.9,939.3,1361.9,1282.2,241.6
11000,3250,61.31885391,-139.0690875,603376,6799832,1040.9,243.2,260,0,-0.103,-0.136,-0.136,-0.126,-0.116,-0.089,-0.331,,-0.026,0.006,0.055,0.111,0.162,0.202,0.355,,-0.091,0.008,0.015,0.015,0.013,0.027,0.066,0.002,0.066,0.105,0.111,0.116,0.117,0.112,0.081,0.111,154.5,174.7,332.6,386.9,424.4,831.7,731.2,65.7
11000,3500,61.32054149,-139.0658822,603542,6800025,983.7,190.1,218,0,,-0.137,-0.18,-0.192,-0.206,-0.233,-0.335,0.245,,0.015,0.072,0.139,0.202,0.245,0.295,-0.129,0.119,-0.02,-0.021,-0.023,-0.041,-0.018,0.079,,-0.006,0.121,0.125,0.122,0.101,0.047,-0.058,,121.2,150.4,362.6,589.7,646.8,456.4,85.6,1.1
11000,3750,61.32225617,-139.0626936,603707,6800221,959.2,310.2,254,0,0.064,-0.135,-0.146,-0.131,-0.122,-0.092,-0.043,-0.128,-0.087,-0.078,-0.035,0.025,0.069,0.083,0.082,0.176,-0.032,0.003,0.018,0.023,0.028,0.045,0.034,-0.131,-0.023,0.089,0.101,0.095,0.068,0.039,0.034,0.084,335.1,227.6,461.6,676.9,643,392.4,145.7,25.9
11000,4000,61.32401591,-139.0595205,603871,6800422,934.8,254.5,334,0,,,-0.166,-0.046,-0.011,-0.13,,0.127,,,0.007,0.061,0.097,0.172,,-0.074,,0.052,0.111,0.085,0.063,0.049,0.094,0.101,,0.03,0.106,0.086,0.057,0.036,-0.077,-0.105,31.2,82,137.5,412.7,603,474.2,94,38.8
11000,4000,61.32401591,-139.0595205,603871,6800422,934.8,255.9,121,0,-0.13,-0.022,-0.071,-0.035,0.006,0.048,0.037,0.1,-0.15,-0.055,-0.009,0.049,0.086,0.093,0.092,-0.232,0.036,0.015,0.059,0.067,0.056,0.043,0.091,-0.029,-0.006,0.075,0.098,0.088,0.06,0.032,-0.025,-0.044,635.7,117.9,226.5,384.7,519.5,382.9,69.1,8.5
11000,4000,61.32401591,-139.0595205,603871,6800422,934.8,313.1,208,0,0.265,-0.118,-0.076,-0.049,-0.018,0.009,-0.009,,-0.127,-0.075,-0.016,0.048,0.09,0.105,0.129,,-0.096,0.037,0.044,0.051,0.047,0.027,0.012,-0.166,0.031,0.099,0.11,0.095,0.066,0.04,0.013,0.025,83.6,129.9,268.2,436.1,730.5,1218.2,487.1,53
11000,4250,61.3256154,-139.0564505,604030,6800605,922.5,283.9,131,0.1,0.001,-0.065,-0.032,0.009,0.041,0.049,0.046,0.01,-0.194,-0.052,0.009,0.064,0.091,0.098,0.095,0.103,-0.004,0.049,0.067,0.058,0.034,0.012,-0.005,-0.046,-0.02,0.102,0.101,0.077,0.047,0.022,0.009,0.015,492.7,100.4,211,464.9,1193.9,2495.7,1927.7,357.6
11000,4500,61.32732959,-139.0532421,604196,6800801,904.6,271.2,181,0,0.206,-0.044,-0.001,0.059,0.054,0.06,0.037,,-0.142,-0.021,0.033,0.074,0.102,0.108,0.12,,-0.064,0.084,0.069,0.053,0.017,0.004,-0.014,-0.093,0.042,0.086,0.092,0.067,0.041,0.02,0.01,0.013,81.4,110.8,243.9,470.8,1040.3,1387.2,531.6,63.2
11000,4750,61.32909995,-139.0501982,604353,6801003,889.3,325.5,147,0,0.106,-0.048,-0.011,0.01,0.016,0.011,0.01,0.03,-0.141,-0.013,0.038,0.077,0.09,0.085,0.068,0.029,-0.024,0.038,0.048,0.027,0.006,-0.01,-0.019,-0.215,0.015,0.085,0.078,0.048,0.017,-0.001,-0.01,0.093,179,107.4,248.9,515.9,959.8,1524.3,836.2,94.1
11000,5000,61.33061085,-139.0472261,604507,6801176,867.9,85.8,122,0,0.641,,,-0.025,0,,,,-0.673,,,0.066,0.066,,,,0.222,0.046,0.058,0.013,0.014,-0.023,-0.01,-0.035,0.02,-0.033,0.017,0.018,-0.018,-0.028,-0.072,0.119,9,81,25.3,163.2,164.4,47.6,30.7,18.4
11000,5000,61.33061085,-139.0472261,604507,6801176,867.9,85.7,124,0,,,-0.108,-0.008,0.005,-0.061,,,,,0.036,0.068,0.068,0.061,,,0.099,0.031,0.078,0.026,0.007,-0.006,0.002,-0.115,0.107,-0.016,0.059,0.014,-0.017,-0.044,-0.082,0.124,36.1,46.9,56.6,247.5,288.9,183.7,38.7,16.2
11000,5000,61.33061085,-139.0472261,604507,6801176,867.9,0.4,166,0,0.236,-0.059,-0.026,-0.004,0,-0.009,0.057,0.049,-0.133,0.002,0.039,0.059,0.056,0.037,-0.037,-0.066,-0.05,0.026,0.036,0.021,0.007,-0.007,-0.009,-0.212,0.005,0.063,0.048,0.013,-0.019,-0.041,-0.051,0.06,243.3,108.2,258.4,523.3,673.2,825.8,580.4,116.5
11000,5500,61.33384158,-139.040838,604838,6801546,855.8,3.2,149,0,0.052,-0.056,-0.013,0,0.008,0.021,0.044,0.1,-0.217,-0.018,0.024,0.037,0.036,0.03,0.025,0.019,-0.038,0.027,0.025,0.026,0.03,0.041,0.062,,0.014,0.023,0.027,0.009,-0.004,-0.014,-0.027,,238.4,121.8,336.7,562.3,807.4,926.6,285.3,37.3
11000,5750,61.33576202,-139.0376338,605003,6801765,850.7,290.5,174,0,0.373,-0.014,-0.009,-0.004,-0.002,0,0.003,-0.057,-0.096,-0.011,0.003,0.015,0.018,0.024,0.032,0.066,0.019,0.017,0.015,0.009,0.004,0.006,0.013,0.011,-0.057,0.009,0.015,0.013,0.014,0.014,0.01,-0.002,30.6,124.8,320.1,944.8,2278,3274,1758.2,254.4
11000,6000,61.33731912,-139.0347697,605151,6801943,848.5,242.5,189,0,-0.008,-0.011,-0.008,-0.001,0.001,-0.03,-0.166,,-0.023,-0.013,-0.002,0.002,0.003,0.015,0.055,,-0.021,-0.003,0.007,0.005,-0.002,-0.001,-0.072,,-0.017,0.002,0.006,0.006,0.005,0.006,-0.091,,71.1,206.8,521.9,832.5,642,161.9,19.5,3.7
11000,6000,61.33731912,-139.0347697,605151,6801943,848.5,262.8,132,0,-0.035,-0.016,-0.011,-0.005,-0.005,-0.008,0.003,0.147,-0.014,-0.013,-0.005,0.001,0.004,0.011,0.007,-0.148,-0.006,-0.007,0.003,0.005,0.003,-0.003,0.004,0.065,-0.004,0.001,0.005,0.007,0.008,0.01,0.001,-0.056,68.8,197,479.3,804,1098,1473.8,734.6,79.7
11000,6250,61.33901646,-139.0316722,605311,6802137,846.5,349.9,188,0,-0.06,-0.029,-0.027,-0.022,-0.022,-0.027,-0.028,,-0.033,-0.005,-0.007,0.002,0.003,0.005,0.011,,-0.031,-0.001,0.001,0.006,0.002,0.005,-0.016,-0.115,-0.036,0.001,0.005,0.004,0.003,0.003,0.001,-0.03,28.4,152.8,437.3,800.6,512.8,412.7,127.9,20.5
11000,6500,61.34076648,-139.0284962,605475,6802337,838.2,253.4,164,0,-0.119,-0.016,-0.013,-0.01,-0.01,-0.007,-0.038,-0.057,-0.022,-0.014,-0.01,-0.002,0.007,0.015,0.045,0.054,0.015,0,-0.004,0.003,0.001,-0.003,0.01,0.04,-0.05,-0.006,0.008,0.013,0.017,0.021,0.014,-0.022,108.3,126.6,325.2,675.6,864.5,913.2,468.9,105.8
11000,6750,61.34233834,-139.0254246,605634,6802517,833.4,286.7,165,0.1,-0.015,-0.028,-0.021,-0.02,-0.018,-0.018,0.006,-0.202,-0.018,-0.021,-0.01,-0.001,0.007,0.017,0.017,0.145,-0.008,-0.005,0,0.001,0.001,0,-0.022,0.032,-0.037,-0.012,0.007,0.015,0.02,0.023,0.034,-0.067,149.3,212.9,578.6,963.7,763.2,506.8,110,11
11000,7000,61.34395309,-139.0222191,605800,6802702,827.6,199.1,197,0.1,-0.122,-0.021,-0.009,-0.006,-0.005,-0.021,-0.07,,-0.175,-0.008,-0.006,0.003,0.01,0.021,0.03,,-0.029,-0.004,0,-0.001,0.002,-0.002,-0.001,,-0.001,-0.015,0.001,0.008,0.013,0.018,-0.011,,137.9,221.2,555.7,948.2,893.5,293.1,64.3,4.6
11000,7000,61.34395309,-139.0222191,605800,6802702,827.6,165,198,0.1,-0.049,-0.008,-0.004,-0.01,-0.004,-0.007,-0.011,0.223,-0.077,-0.003,0,0.012,0.014,0.02,0.028,-0.131,0.08,0.002,-0.002,0.001,-0.002,-0.002,0.014,0.301,-0.045,-0.022,0,0.006,0.01,0.012,-0.001,-0.207,105.6,151.4,450.5,1075.3,2026.8,2710.3,1262.4,72.3
